snoring_rate,respiration_rate,body_temperature,limb_movement,blood_oxygen,eye_movement,sleeping_hours,heart_rate,stress_level
56.217808319315374,16.846378157088857,36.98409003172505,8.97221261909085,97.12352815013833,30.779583168074566,8.727269683223257,56.65048994536644,4
96.55000144869413,18.791114935883208,38.4733251865343,14.441418764054742,99.21532038946707,91.37884438732593,3.769909571568512,57.936838168715475,3
81.23957592679835,12.361281559999075,36.78499108580303,17.72391560930149,86.08474712886908,95.2815017002506,5.047930189347199,97.46365531228085,4
71.90609389379256,17.79742498049721,37.497776306902715,11.860886683735682,99.32672810937552,32.67425420300408,8.467245911149528,93.9800748355881,1
40.921304830970556,15.806064125937803,37.73631146863624,7.830513963556587,92.83864899005118,35.442494879305485,8.588988885991789,95.3520980207511,3
40.91961642353419,17.89495233920246,37.904929941088206,8.252436816972475,89.49348516930812,50.56341534219588,5.076888607830146,99.57663879136933,0
34.06585285177396,14.155718372746522,37.619297366973825,13.912362929936137,86.15293112914246,94.11208125336735,5.672992186293447,60.415769500425895,2
90.63233020424546,28.02949105331811,36.51954169483837,0.06436527208557363,92.50936402105627,87.63194331423115,4.426287126794263,67.7719668682031,1
72.07805082202461,22.684664163972876,37.152922616487984,12.391786749196815,96.91773316736123,10.25679625835898,9.460439027354496,83.46095149624333,1
79.56508044572318,24.22384174460081,37.53542328676942,7.109860208827148,95.60629715900048,39.27307432714162,2.9491501259326425,74.19012699303237,1
31.440914600706172,26.20508229493209,36.67573299828967,15.883946625541686,85.75339017195961,55.33711897497719,9.46999538401176,70.91947666891667,3
97.8936896513396,20.97195958072303,37.20125386241836,1.8598127964626432,86.09352753051856,50.313247255154,7.470931614682746,67.89056246677966,0
88.27098485602951,13.564565185573626,36.56640621758273,11.76404533896781,91.04309923948955,19.38630679368927,6.2525772214938495,79.68903159717262,4
44.863737747479334,21.66791775273386,36.65715699431004,9.619457797722475,89.42935741071915,85.88167711681547,2.261272486275967,78.77967143200411,0
42.72774770449704,22.563140124375824,37.293846552403195,12.846510518104548,88.48576484584072,67.69407829968374,5.804769534576066,58.07289170321201,3
42.83831568974037,25.41791053531794,36.765431508086124,1.297071889659367,89.2150674836307,83.79083748518036,5.261984840021858,73.58699187592195,1
51.29695700716764,19.76987183213423,37.635081696523116,11.599675748562625,97.05224114945327,85.87642793494722,3.2897504958009804,77.67358881049249,2
66.73295021425665,14.296445450320148,37.87892993827453,11.229691759190475,98.9384208044778,74.83558536657398,7.251276828005255,78.51434693656952,1
60.2361513049481,17.10796630437704,38.101173398218165,11.213201888323418,91.07654041791349,43.92106012497173,9.769207258946286,60.50535964561759,4
50.386039813862936,18.535481335175433,36.90030048848962,12.069753331929096,98.59166503198746,61.054675501542455,6.497510488516201,87.11356961261434,2
72.82970263056657,23.62651034396882,36.83496516451814,13.529358744527244,89.82243551871824,16.036540611974313,7.7180262115515665,51.259954741053484,1
39.76457024564293,22.274009484040413,36.7091356806688,16.099779993615396,92.14655479515687,67.36454174749078,2.5476036205281343,67.74159277715813,2
50.45012539746527,18.40974106616123,37.77286049908727,5.396414402564287,88.39043496724,17.925325573928074,5.341335966535958,89.01063242678168,0
55.645329030558415,29.757274478273633,37.9129514529738,16.500988203601242,94.60714063263765,69.39495905101568,2.930867881315967,78.19464605277011,3
61.92489889519251,22.90394674842397,36.563172289651284,9.965113645269073,99.68471672762213,22.959816075396866,6.902366684292083,63.05812162554301,1
84.96231729751095,16.2700822512479,38.37242449248738,1.5411655826866233,94.05239644065068,11.755130015021997,9.507857265713238,84.74765596715238,4
43.97716475108518,13.832084507167266,36.603942567302944,1.171018584879584,90.36721126170323,16.52844901429574,7.294221859773108,78.36954720780366,0
65.9964106889528,14.751464505317976,37.58259267060214,6.6847663739212155,94.71726168985792,0.1992135219070268,2.6144243865153722,89.81218047281936,1
71.46901982034296,16.427239110921146,37.91812103890183,15.697939542229351,86.84381017698081,71.87396178535302,4.837329639880663,86.75125930949116,0
33.25152889039984,14.892264718672003,38.24193824749217,14.153618694818315,98.32988620398098,73.24010490583791,6.405307035526812,80.50539610181173,4
72.5281396331007,15.358206432923504,37.928173864264856,15.772299293448128,92.54625926169754,51.493334991325945,5.225662049066018,74.40888376554071,1
41.936688658110405,17.13171303648925,38.10345616613959,10.345381128832187,91.74024613059463,16.13628010553837,8.669152083801379,56.65910628337617,4
34.55361150896957,15.120724715305586,37.17890038508561,8.80397995910981,93.78797182680279,8.355433751068976,8.517368037679914,63.06665089426919,2
96.42198760773333,28.141777643275653,38.12965022749302,2.949050534125679,94.37175794184104,1.912896643728701,6.8946481608257715,70.95497364585427,4
97.59424231521916,13.44420742190956,36.66022969276935,6.5638550721862305,86.0766370933977,16.57481769652207,4.987663561061642,79.96496435031943,2
86.58781436815228,21.441205012264582,38.289633312121055,8.680387323477506,95.23925831835103,89.08555349831467,4.042690990105953,75.68539276076524,1
51.32296384213595,19.38714288581391,37.595184752307475,1.7720085935923446,88.62897520473294,24.153684170168177,2.8469945457050345,64.40922629797647,2
36.83704798044687,29.682815104354916,38.13459553992499,4.412239054224225,95.70928948759885,35.42713272172156,4.839181467892432,50.32321788948553,1
77.89631185585098,14.016700239024942,37.4046365690366,11.964505881274777,97.33802191576295,10.534548448133318,5.305380137661756,74.8119610950407,1
60.81067456177209,19.16140078282335,37.78715539039305,14.713262284783797,97.05937761328781,22.236130474817028,7.406583400832589,64.28129942811215,3
38.54267643913452,29.45046779895664,37.55280532187223,19.966950227858995,93.28751451111833,51.922457078020514,7.265278594380588,86.73041503552676,1
64.6623837077889,27.579128266091644,37.963179043510664,18.662266626871155,92.80254838466126,60.775268309565256,2.5608651171300556,51.19731326352417,2
32.40719647806529,26.707297277087036,36.663259964061176,12.85130399070383,87.14313942009117,24.535231416621105,5.162074523449262,79.24139056528955,3
93.65242814551475,16.642250886808917,36.62070416798113,8.42496106588144,96.63019225604704,5.773215922511721,3.4542309377388953,97.07371187530327,3
48.11459871200118,15.075976573021185,36.994206468020295,12.723547294164653,89.07114070670072,39.10328691273987,3.2545016425344455,58.72046335557498,1
76.37655990477873,24.035577958639756,36.81908936022638,15.71303236160464,92.4504313422692,23.420337092633414,8.618417197897967,73.58247453752978,4
51.819775326258764,28.728767804296545,38.243567133184406,2.3667238184677464,89.26411139391276,21.955392322980195,2.3353217337300602,54.57109959085691,4
66.40476148244676,22.021732074250735,36.93842797471609,8.198097793925765,87.00742544499539,95.98628027134552,5.353463007216971,81.28409561306763,3
68.26971955402958,22.289028410458197,38.45173051163826,16.796045712712345,94.44336545337605,61.63004859257241,3.3456292461321455,77.52658402981127,1
42.93981188678689,17.039623685885115,37.17379158354221,7.67665903866088,85.81498052234356,55.68784431720959,9.034641725427793,70.36827621064162,4
97.8709239435191,25.850872797454862,36.8642358313774,11.43744542454373,96.229678511893,41.57751035233219,6.456324106200281,76.06885107368706,1
84.25929763527802,15.366787474035421,38.07939701428496,11.755387217243964,89.76380192891675,42.89443334301443,3.851045091014784,94.8287329234505,1
95.76492590949324,17.826226255276385,37.81741555100175,3.689525062672787,85.00202039506728,54.090500383808084,6.019418297331011,59.814715115553355,3
92.63791452993541,19.6578558950955,37.49639143290628,7.244708833045768,92.66693708855844,69.64298070361072,7.8518908776249265,51.12822558526736,3
71.85299851677595,21.13698681632019,37.61072710187526,6.690225774838643,85.70277862791404,70.21460961818295,9.664944071355471,93.08324423495505,0
94.53119645161817,16.363375183471444,37.93840355654453,0.5239341706412959,89.1425433673135,17.169390770544958,3.7635680339633515,78.85585411939533,4
36.194475143634364,14.067062845305664,36.956909482662596,0.4838352778271049,95.60464731183575,50.0112752076627,9.08945417703476,94.53292277309211,4
43.718800369340165,22.991160763949388,38.49266783211348,16.63394087351547,85.94034432432798,41.195809503410196,9.474432913339921,79.84726117065863,4
33.16591022373766,17.195349958324606,38.44958632429356,5.461416199456249,97.59007738534004,87.05269662693841,9.331364356256529,90.50805449798511,2
52.7731231534285,22.46228798560702,37.80065137269387,10.36157532477631,85.05729883987874,63.14189212183764,7.083314854895279,71.4836681677574,1
57.20741027826374,14.778528874935642,36.89908490185829,5.974511471775461,88.70235803802854,53.25040664159818,7.0385652354776616,87.49299656441343,3
48.99443222417271,20.660521833386717,37.86045648486258,18.81358490230681,96.11356084228107,11.539464217891737,5.225685065470582,95.6520733444928,4
88.01162564063506,21.586609785928545,36.64439681795835,5.185935177315475,89.7440522459396,60.56378893234115,8.019183058430304,78.60614818611032,0
54.97273286855125,12.932823662803685,36.561305004411615,8.593136254778702,86.52838582099021,11.720390568023342,6.250352146807455,59.03925752811898,4
49.66541567811665,18.058877007490572,37.015365777022424,17.454605009692038,90.40350878200641,33.720657556575205,7.419504569826356,63.43988075150991,1
67.9887258210774,14.419464184901535,37.42524591347863,16.838671335836175,89.05589929576789,14.284196481433186,5.427663230790364,59.93222884487029,1
39.86469574823339,13.140749468509819,38.23654501081676,3.7220283569255463,97.64067853240832,69.20736470243689,7.8519717123451125,62.342851379786644,3
86.15378865278278,29.819284183019015,37.95433813953262,16.05286619591421,89.70021876377714,20.62521138361526,8.595772140836392,65.32077246755182,2
35.21854505758396,17.802369209545013,37.98541304239996,9.163737734757852,96.83398707664011,39.1859373188026,3.171490052822529,77.75668933765942,3
99.08208556203621,26.577740025383427,37.35098666889615,9.659377441707104,98.37808217216102,89.56747776187787,8.663437724593823,79.39958147319163,4
84.05713385076602,16.58353178574775,37.19186998509392,2.6695994483188756,91.50726129364794,20.431638339897027,6.322372254322458,71.32498736209305,0
43.91009770739207,24.267049000030728,37.24207752596921,1.612030275142493,98.64914715781588,50.780506395877914,8.757327272721795,80.77103899104176,3
30.386548198652168,25.68410147801436,38.47529912747211,14.558786139475304,90.65977080944789,41.9271661166022,5.450413650728117,54.078746280568296,2
87.0822999918384,22.721497330941197,36.58021838282497,9.929223047105996,99.46117624735162,1.8124041045729733,5.03232388306428,54.389411852908,3
79.48001406933321,20.488371393902852,38.234062992244894,8.737014052303591,86.33934286788359,79.27581135728128,9.32048586013778,58.59147301788292,1
